VideoID,Start,End,WorkerID,Source,AnnotationTime,Language,Description 
8MVo7fje_oE,139,144,553931,clean,23,English,The man shook the rest of the marinade into the sink!
8MVo7fje_oE,139,144,965612,unverified,51,English,the person is cooking the something
8MVo7fje_oE,139,144,486133,unverified,32,English,A man is shaking a container over a sink.
8MVo7fje_oE,139,144,741585,unverified,17,English,A man is straining some noodles.
8MVo7fje_oE,139,144,908745,unverified,26,English,A man shaking a container.
8MVo7fje_oE,139,144,120123,unverified,27,English,Cooking with Jack show making Fasta Pasta.
8MVo7fje_oE,139,144,617730,unverified,17,English,A man is draining pasta.
8MVo7fje_oE,139,144,776761,unverified,39,English,A chef is draining pasta noodles.
8MVo7fje_oE,139,144,394339,unverified,190,English,a fat man is making pasta
8MVo7fje_oE,139,144,309959,unverified,15,English,The man shook the water from the container.
8MVo7fje_oE,139,144,334439,unverified,20,English,A man is making the souse
8MVo7fje_oE,139,144,762891,unverified,18,English,The man is shaking the container.
8MVo7fje_oE,139,144,869926,unverified,24,English,A man is draining a container into the sink.
8MVo7fje_oE,139,144,400189,unverified,67,Serbian,Čovek istresa smeće u sudoper.
8MVo7fje_oE,139,144,589431,unverified,19,Serbian,Čovek istresa posudu u sudoperu.
8MVo7fje_oE,139,144,767031,unverified,39,Serbian,Čovek isipa tečnost iz posude.
8MVo7fje_oE,139,144,592233,unverified,57,Serbian,Čovek presipa hranu.
8MVo7fje_oE,139,144,649244,unverified,21,Serbian,Kuvar trese sastojke iz posude
8MVo7fje_oE,139,144,950427,unverified,50,Tamil,மனிதன் பிலஸ்டிக் பாத்திரத்தில் உள்ள உணவு பொருளில் இருந்து தண்ணீரை வெளி ஏற்றி கொண்டு இருக்கிறான்.
gbUhorqLCzU,10,23,588702,unverified,68,Slovene,Slon se igra z svojim rilcem.
gbUhorqLCzU,10,23,362812,unverified,15,Macedonian,дете јава слон
gbUhorqLCzU,10,23,634704,unverified,28,Macedonian,javanje slonovi
gbUhorqLCzU,10,23,968828,unverified,63,German,Ein Elefant schwingt seine Vorderbeine hin und her.
gbUhorqLCzU,10,23,914223,unverified,35,German,Elefant tanzt und wirft fast seinen Reiter ab.
gbUhorqLCzU,10,23,203142,unverified,22,Romanian,un elefant se zbate.
gbUhorqLCzU,10,23,984231,unverified,30,Romanian,Un elefant se agita.
gbUhorqLCzU,10,23,116080,unverified,13,Romanian,Un elefant se agită.
gbUhorqLCzU,10,23,130914,unverified,10,Georgian,სპილო იქნევს წიხლებს
gbUhorqLCzU,10,23,553067,unverified,32,Dutch,Man rijdt op bokkende olifant.
gbUhorqLCzU,10,23,408475,unverified,32,Dutch,Een olifant probeert zijn berijder af te schudden en zwiept met zijn slurf.
gbUhorqLCzU,10,23,416072,unverified,217,Malay,Beberapa orang lelaki sedang menunggang gajah di dalam sebuah pertunjukan.
gbUhorqLCzU,10,23,180998,unverified,40,French,Des hommes montent sur des elephants.
gbUhorqLCzU,10,23,280252,unverified,43,Gujarati,Hathi hale che.
gbUhorqLCzU,10,23,339861,unverified,39,Hindi,कुछ जानवर खेल रहे हैं.
gbUhorqLCzU,10,23,818922,unverified,56,Hindi,एक हठी डांस कर रही है.
gbUhorqLCzU,10,23,161492,unverified,44,Hindi,हटती नाच रहही
gbUhorqLCzU,10,23,797651,unverified,45,Hindi,हाथी बहुत हॉल रहा हे
gbUhorqLCzU,10,23,429648,unverified,48,Spanish,Un hombre monta sobre un pequeño elefante bailarín
gbUhorqLCzU,10,23,682611,clean,121,English,A man is riding an elephant that is kicking out with first it's right foot and then it's left foot.
gbUhorqLCzU,10,23,760882,clean,18,English,A person rides an elephant.
gbUhorqLCzU,10,23,135621,clean,72,English,A elephant with a rider on it's back begins to dance around and swing it's trunk in a circle.
gbUhorqLCzU,10,23,922727,clean,46,English,A elephant is swinging it's trunk and legs.
gbUhorqLCzU,10,23,275759,clean,41,English,A man is riding on elephant.
gbUhorqLCzU,10,23,825347,clean,17,English,An elephant is twirling its trunk and kicking its legs.
gbUhorqLCzU,10,23,157374,clean,47,English,An elephant is dancing around.
gbUhorqLCzU,10,23,374994,clean,22,English,An elephant is dancing.
gbUhorqLCzU,10,23,297776,clean,37,English,An elephant spins its trunk around.
gbUhorqLCzU,10,23,155632,clean,35,English,An elephant is dancing.
gbUhorqLCzU,10,23,169605,clean,549,English,An elephant is dancing.
gbUhorqLCzU,10,23,617730,clean,30,English,A man is riding a dancing elephant.
gbUhorqLCzU,10,23,309959,clean,18,English,The elephants danced in the parade.
gbUhorqLCzU,10,23,762891,clean,13,English,The elephant is dancing.
gbUhorqLCzU,10,23,807872,clean,31,English,An elephant thrashes around wildly.
gbUhorqLCzU,10,23,553931,clean,25,English,The elephant danced with the man on his back.
gbUhorqLCzU,10,23,833861,unverified,69,English,One elephant is doing funny things
gbUhorqLCzU,10,23,965612,unverified,42,English,the person is doing the something
gbUhorqLCzU,10,23,799001,unverified,38,English,An elephant is acting weird.
gbUhorqLCzU,10,23,154335,unverified,279,English,the group of elephants are doing something funny
gbUhorqLCzU,10,23,134458,unverified,104,English,The funny elephants are playing themselves
gbUhorqLCzU,10,23,318570,unverified,308,English,an elephant is  moving its right leg fastly.
gbUhorqLCzU,10,23,800352,unverified,44,English,"An elephant violently shaking its legs and head, while a man sitting on it."
gbUhorqLCzU,10,23,829808,unverified,60,English,an elephant is trying to throw a man.
gbUhorqLCzU,10,23,497691,unverified,32,English,THE ELEPHANT ARE DANCING.
gbUhorqLCzU,10,23,741585,unverified,20,English,A man is riding an elephant.
gbUhorqLCzU,10,23,599728,unverified,66,English,A MAN IS RIDING AN ELEPHANT
gbUhorqLCzU,10,23,373663,unverified,70,English,An elephant is playing.
gbUhorqLCzU,10,23,919506,unverified,33,English,a man riding on elephant.
gbUhorqLCzU,10,23,394339,unverified,174,English,A short clip about funny Elephants.
gbUhorqLCzU,10,23,130040,unverified,21,English,a funny elephent
gbUhorqLCzU,10,23,762891,unverified,17,English,The elephant is dancing.
gbUhorqLCzU,10,23,750723,unverified,58,English,a elephant is showing funny show
gbUhorqLCzU,10,23,869926,unverified,20,English,A man is riding an elephant.
gbUhorqLCzU,10,23,633378,unverified,32,English,An elephant is dancing.
gbUhorqLCzU,10,23,554590,unverified,22,English,A man rides a dancing elephant.
gbUhorqLCzU,10,23,675312,unverified,44,Russian,Люди едут на слонах по улице.
gbUhorqLCzU,10,23,649244,unverified,20,Serbian,Smešni slonovi izvode trikove
gbUhorqLCzU,10,23,579025,unverified,65,Serbian,Slon radi trik sa nogom i surlom.
gbUhorqLCzU,10,23,429320,unverified,35,Serbian,Slon ne slusa dresera.
gbUhorqLCzU,10,23,733696,unverified,922,Tamil,ஒரு யானை நடனமாடிக்கொண்டு இருக்கிறது
953PkxFNiko,82,85,588702,unverified,50,Slovene,Moški pljune in govori v kamero.
953PkxFNiko,82,85,588702,unverified,43,Slovene,Moškemu teče slina iz ust.
953PkxFNiko,82,85,702553,unverified,52,Chinese,一个男人在吐口水。
953PkxFNiko,82,85,968828,unverified,32,German,Ein Mann spuckt aus.
953PkxFNiko,82,85,896610,unverified,26,Romanian,Un barbat canta si scuipa.
953PkxFNiko,82,85,116080,unverified,29,Romanian,Un barbat scuipa pe cineva.
953PkxFNiko,82,85,553067,unverified,26,Dutch,Man spuugt ergens heen.
953PkxFNiko,82,85,789493,unverified,72,Gujarati,એક ભાઈ થૂંકી રહ્યો છે
953PkxFNiko,82,85,615202,unverified,46,Hindi,एक आदमी ठुक रहही
953PkxFNiko,82,85,818922,unverified,59,Hindi,एक आदमी देवाने की तरह बात कर रह है.
953PkxFNiko,82,85,429648,unverified,74,Spanish,Un hombre de dientes torcidos habla con actitud soberbia
953PkxFNiko,82,85,550906,clean,41,English,A man close up with crooked teeth speaks.
953PkxFNiko,82,85,772960,clean,123,English,"A man brings his face really close and says,"" My name is Mud""."
953PkxFNiko,82,85,135621,clean,338,English,A man has his face close to the camera and he's speaking.
953PkxFNiko,82,85,157374,clean,65,English,A man in a hat sings a song.
953PkxFNiko,82,85,275759,clean,21,English,A man is singing.
953PkxFNiko,82,85,651813,clean,8,English,A man is spitting.
953PkxFNiko,82,85,252681,clean,12,English,A man is spitting.
953PkxFNiko,82,85,155632,clean,35,English,A man is spitting.
953PkxFNiko,82,85,280252,clean,25,English,A man is spitting.
953PkxFNiko,82,85,374994,clean,9,English,A man is spitting.
953PkxFNiko,82,85,922727,clean,28,English,A man is talking.
953PkxFNiko,82,85,553931,clean,16,English,A man spit out tobacco.
953PkxFNiko,82,85,617730,clean,25,English,A man spits and speaks.
953PkxFNiko,82,85,625932,clean,43,English,A man spits something from his mouth.
953PkxFNiko,82,85,825347,clean,17,English,A man spits to the side.
953PkxFNiko,82,85,297776,clean,23,English,A man spits tobacco juice.
953PkxFNiko,82,85,760882,clean,34,English,A man with crooked teeth speaks.
953PkxFNiko,82,85,309959,clean,16,English,The man spit out his tobacco.
953PkxFNiko,82,85,762891,clean,14,English,The man spit.
953PkxFNiko,82,85,599728,unverified,69,English,A man is telling his name mud
953PkxFNiko,82,85,741585,unverified,26,English,A man spits and says my name is mud.
953PkxFNiko,82,85,120123,unverified,53,English,A music video by Primus called My Name Is Mud.
953PkxFNiko,82,85,977945,unverified,327,English,A person talking
953PkxFNiko,82,85,705358,unverified,424,English,one man saying that my  name is mud
953PkxFNiko,82,85,780872,unverified,210,English,A guy that spits.
953PkxFNiko,82,85,257511,unverified,28,English,A man in a cap is spitting.
953PkxFNiko,82,85,132126,unverified,43,English,A man in a forest.
953PkxFNiko,82,85,108687,unverified,32,English,A man is singing a song.
953PkxFNiko,82,85,169072,unverified,49,English,A man is spliting.
953PkxFNiko,82,85,371782,unverified,122,English,A man is standing in the forest.
953PkxFNiko,82,85,963466,unverified,32,English,A man is standing.
953PkxFNiko,82,85,467982,unverified,146,English,A man speaking seems to be scaring someone infront of a camera.
953PkxFNiko,82,85,707318,unverified,15,English,A man spits.
953PkxFNiko,82,85,449694,unverified,296,English,A music video of a band with there stage under a tree.
953PkxFNiko,82,85,373663,unverified,40,English,"Man spitting, and smiling."
953PkxFNiko,82,85,990853,unverified,46,English,the man was telling name is mud
953PkxFNiko,82,85,965612,unverified,174,English,few people are playing music
953PkxFNiko,82,85,589431,unverified,37,Serbian,Seljak sa kačketom pljuje.
953PkxFNiko,82,85,733696,unverified,118,Tamil,ஒருவர் எச்சில் உமிழ்கிறார்.
953PkxFNiko,82,85,497691,unverified,55,Tamil,உமிழ் நீரை ஒருவர் துப்புகிறார்
953PkxFNiko,82,85,717830,unverified,22,Italian,un uomo sputa
953PkxFNiko,82,85,562181,unverified,41,Italian,Un uomo col berretto sputa per terra
kWLNZzuo3do,77,83,588702,unverified,128,Slovene,Ženska z nožem naredi zareze v fige.
kWLNZzuo3do,77,83,702553,unverified,30,Chinese,一个人在切蘑菇。
kWLNZzuo3do,77,83,599659,unverified,28,German,Essen wird zurecht geschnitten.
kWLNZzuo3do,77,83,984231,unverified,60,Romanian,Cineva taie o ciupercă.
kWLNZzuo3do,77,83,896610,unverified,46,Romanian,O femeie taie piciorusul unei ciuperci si ii crustaza palaria.
kWLNZzuo3do,77,83,116080,unverified,171,Romanian,Un bucatar taie ciuperci.
kWLNZzuo3do,77,83,484638,unverified,31,Romanian,cineva taie niste ciuperci.
kWLNZzuo3do,77,83,130914,unverified,19,Georgian,ადამიანი ამზადებს სოკოს
kWLNZzuo3do,77,83,553067,unverified,31,Dutch,Dame snijdt inkepingen in paddenstoelen.
kWLNZzuo3do,77,83,408475,unverified,23,Dutch,De Japanse kokkin maakt inkepingen in wat bruine paddestoelen.
kWLNZzuo3do,77,83,362812,unverified,13,Macedonian,сецкање печурка
kWLNZzuo3do,77,83,280252,unverified,303,Hindi,एक यक्ति चकुसे मसरूमपे क्रोस आकार बना रहा है.
kWLNZzuo3do,77,83,339861,unverified,57,Hindi,एक आदमी  कुछ बना रहा है.
kWLNZzuo3do,77,83,615202,unverified,51,Hindi,एक श्कुस कुछ काट रहही
kWLNZzuo3do,77,83,818922,unverified,75,Hindi,एक शक्स नाबेय्की को कट रहा है.
kWLNZzuo3do,77,83,797651,unverified,29,Hindi,एक औज्मी खजूर काट रहा हे
kWLNZzuo3do,77,83,429648,unverified,76,Spanish,Un cocinero usa un cuchillo sobre una llamativa tabla de cortar
kWLNZzuo3do,77,83,651813,clean,37,English,A man is cutting meat.
kWLNZzuo3do,77,83,760882,clean,52,English,A person is scoring mushrooms.
kWLNZzuo3do,77,83,135621,clean,80,English,Someone is making cuts in dried figs with a knife.
kWLNZzuo3do,77,83,159786,clean,135,English,A chef is preparing mushrooms.
kWLNZzuo3do,77,83,922727,clean,83,English,A woman is making cuts into mushrooms.
kWLNZzuo3do,77,83,275759,clean,40,English,A person is cutting something.
kWLNZzuo3do,77,83,825347,clean,14,English,A person is cutting mushrooms.
kWLNZzuo3do,77,83,374994,clean,53,English,A person is cutting mushrooms with a knife.
kWLNZzuo3do,77,83,297776,clean,29,English,A person cuts a mushroom.
kWLNZzuo3do,77,83,155632,clean,44,English,Someone is cutting mushroom.
kWLNZzuo3do,77,83,169605,clean,13,English,Somene is slicing something.
kWLNZzuo3do,77,83,617730,clean,35,English,A person is cutting up some mushrooms.
kWLNZzuo3do,77,83,309959,clean,21,English,The man cut the dried fruit.
kWLNZzuo3do,77,83,762891,clean,18,English,The cook is slicing mushrooms.
kWLNZzuo3do,77,83,615204,clean,91,English,The stems of the soaked mushrooms are removed and a cross is cut into the caps of each mushroom.
kWLNZzuo3do,77,83,807872,clean,23,English,A woman cuts up some squishy thing.
kWLNZzuo3do,77,83,553931,clean,21,English,The lady sliced the figs.
kWLNZzuo3do,77,83,807741,unverified,88,English,this is How to Make Nabeyaki Udon Noodle.
kWLNZzuo3do,77,83,741585,unverified,18,English,A man is slicing some meat.
kWLNZzuo3do,77,83,475845,unverified,45,English,she is cooking
kWLNZzuo3do,77,83,599728,unverified,66,English,A man is cutting something
kWLNZzuo3do,77,83,705358,unverified,145,English,someone making noodle
kWLNZzuo3do,77,83,950698,unverified,298,English,she is cooking the lady yor house
kWLNZzuo3do,77,83,394339,unverified,119,English,racipe for udon noodle
kWLNZzuo3do,77,83,977945,unverified,115,English,A person making Nabeyaki Udon Noodle
kWLNZzuo3do,77,83,965612,unverified,88,English,the person is preparing the noodles
kWLNZzuo3do,77,83,799001,unverified,18,English,A man is cutting mushrooms.
kWLNZzuo3do,77,83,707318,unverified,16,English,A person cuts up mushrooms.
kWLNZzuo3do,77,83,318570,unverified,160,English,a lady is cutting the eatable.
kWLNZzuo3do,77,83,829808,unverified,59,English,A chef preparing noodles.
kWLNZzuo3do,77,83,281652,unverified,47,English,A man is preparing food.
kWLNZzuo3do,77,83,373663,unverified,148,English,A woman is slicing some mushrooms.
kWLNZzuo3do,77,83,169605,unverified,14,English,Someone is slicing something.
kWLNZzuo3do,77,83,754300,unverified,75,English,A women preparing mashroom
kWLNZzuo3do,77,83,169072,unverified,111,English,Somebody is cutting something.
kWLNZzuo3do,77,83,408179,unverified,20,English,A man is cutting fruits.
kWLNZzuo3do,77,83,334439,unverified,65,English,A person is making the noodles
kWLNZzuo3do,77,83,762891,unverified,236,English,The woman is slicing mushrooms.
kWLNZzuo3do,77,83,525230,unverified,358,English,good preparation for nabeyaki udon noodle video
kWLNZzuo3do,77,83,633378,unverified,39,English,A woman is cutting some mushroom.
kWLNZzuo3do,77,83,638934,unverified,45,English,A woman is making cuts in mushroom caps with a knife.
kWLNZzuo3do,77,83,131538,unverified,26,English,A woman demonstrates proper mushroom cutting technique.
kWLNZzuo3do,77,83,497691,unverified,33,English,A MAN IS CUTTING SOME FOOD.
kWLNZzuo3do,77,83,120123,unverified,31,English,Cooking with Dog showing how to make Nabeyaki Udon Noodle.
kWLNZzuo3do,77,83,589431,unverified,30,Serbian,Čovek priprema kolače.
kWLNZzuo3do,77,83,733696,unverified,1539,Tamil,ஒருவர் காளானை குறுக்கு நெடுக்காக வெட்டுகிறார்.
kWLNZzuo3do,77,83,950427,unverified,52,Tamil,ஒருவன் பழத்தை வெட்டுகிறான்.
nPj6EcVGoUY,7,15,588702,unverified,41,Slovene,Pes se igra z muho.
nPj6EcVGoUY,7,15,588702,unverified,38,Slovene,Pes se igra z muho na tleh.
nPj6EcVGoUY,7,15,553067,unverified,31,Dutch,Hond speelt met een vlieg.
nPj6EcVGoUY,7,15,563463,unverified,68,Hungarian,Archie a légyfogó kutya
nPj6EcVGoUY,7,15,968828,unverified,34,German,Ein Hund beobachtet eine Fliege.
nPj6EcVGoUY,7,15,135621,clean,102,English,A dog is playing with a fly on the floor.
nPj6EcVGoUY,7,15,280252,clean,29,English,A dog is trying to catch a fly.
nPj6EcVGoUY,7,15,435773,clean,19,English,A dog is trying to catch a fly.
nPj6EcVGoUY,7,15,922727,clean,25,English,A dog is playing with a fly.
nPj6EcVGoUY,7,15,275759,clean,30,English,A dog is playing with an ant.
nPj6EcVGoUY,7,15,825347,clean,11,English,A dog is trying to get a fly on the ground.
nPj6EcVGoUY,7,15,374994,clean,76,English,A dog is pawing at a fly in the carpet before it.
nPj6EcVGoUY,7,15,297776,clean,38,English,A dog bats at a fly.
nPj6EcVGoUY,7,15,155632,clean,22,English,A dog is barking at a fly.
nPj6EcVGoUY,7,15,772960,clean,288,English,"A brown dog barks and tries to nab a housefly moving around on the carpeted floor, with his right forepaw."
nPj6EcVGoUY,7,15,550906,clean,27,English,A dog playing with a fly.
nPj6EcVGoUY,7,15,309959,clean,15,English,The dog played with a bug on the carpet.
nPj6EcVGoUY,7,15,762891,clean,28,English,The dog is playing with the fly.
nPj6EcVGoUY,7,15,625932,clean,119,English,A dog is playing with a fly.
nPj6EcVGoUY,7,15,553931,clean,18,English,The dog played witha bug.
nPj6EcVGoUY,7,15,120123,unverified,78,English,A beagle dog is on the floor watching a fly crawling around and starts to bark at it.
nPj6EcVGoUY,7,15,155632,unverified,18,English,A dog is barking at a fly.
nPj6EcVGoUY,7,15,418656,unverified,58,English,A dog is making fun with a fly.
nPj6EcVGoUY,7,15,371782,unverified,135,English,A dog is playing with a ball.
nPj6EcVGoUY,7,15,741585,unverified,19,English,A dog is playing with a fly.
nPj6EcVGoUY,7,15,266771,unverified,99,English,A dog is trying to catch a fly
nPj6EcVGoUY,7,15,334439,unverified,87,English,A dog play with a bee
nPj6EcVGoUY,7,15,309415,unverified,25,English,A dog plays with a fly on a carpet.
nPj6EcVGoUY,7,15,705358,unverified,157,English,a dog trying to hit a fly
nPj6EcVGoUY,7,15,977945,unverified,258,English,Archie and fly playing
nPj6EcVGoUY,7,15,807741,unverified,306,English,the housefly is distrubing the dog.
nPj6EcVGoUY,7,15,553878,unverified,206,English,A Dog archie barks at the fly and it wanted to catch it
nPj6EcVGoUY,7,15,318570,unverified,351,English,a dog is observing a bug.
nPj6EcVGoUY,7,15,408179,unverified,32,English,A dog is pawing a fly.
nPj6EcVGoUY,7,15,130040,unverified,32,English,a dog is playing
nPj6EcVGoUY,7,15,799001,unverified,24,English,A dog is playing with a bug.
nPj6EcVGoUY,7,15,313410,unverified,48,English,A dog is playing with a fly on the rug.
nPj6EcVGoUY,7,15,675312,unverified,440,English,A dog is playing with a fly.
nPj6EcVGoUY,7,15,268378,unverified,22,English,A dog is playing with a fly.
nPj6EcVGoUY,7,15,343525,unverified,38,English,A dog is playing with a fly.
nPj6EcVGoUY,7,15,246119,unverified,49,English,A dog is playing with a fly.
nPj6EcVGoUY,7,15,600230,unverified,26,English,A dog is playing with a fly.
nPj6EcVGoUY,7,15,373663,unverified,32,English,A dog is playing with a fly.
nPj6EcVGoUY,7,15,813710,unverified,23,English,A dog is playing with a fly.
nPj6EcVGoUY,7,15,611139,unverified,252,English,A dog is playing with fly.
nPj6EcVGoUY,7,15,169605,unverified,19,English,A dog is swatting at a bug.
nPj6EcVGoUY,7,15,169072,unverified,48,English,A dog is trying to catch the fly.
nPj6EcVGoUY,7,15,346578,unverified,41,English,A dog is trying to scare a fly.
nPj6EcVGoUY,7,15,281652,unverified,30,English,A dog is trying to touch a fly.
nPj6EcVGoUY,7,15,707318,unverified,27,English,A dog paws at a fly.
nPj6EcVGoUY,7,15,728894,unverified,69,English,A dog playing with a fly.
nPj6EcVGoUY,7,15,963466,unverified,35,English,A dog playing with fly.
nPj6EcVGoUY,7,15,554590,unverified,36,English,A dog plays with a fly without hurting it.
nPj6EcVGoUY,7,15,394339,unverified,173,English,A dog trying to hit the fly.
nPj6EcVGoUY,7,15,279187,unverified,70,English,A domestic dog plays with a housefly.
nPj6EcVGoUY,7,15,334786,unverified,243,English,Dog playing with a fly.
nPj6EcVGoUY,7,15,403763,unverified,79,English,The dog is barking to the fly.
nPj6EcVGoUY,7,15,633378,unverified,52,English,The dog is teasing a fly
nPj6EcVGoUY,7,15,236993,unverified,39,English,A DOG CATCHING A FLIE
nPj6EcVGoUY,7,15,497691,unverified,34,English,A DOG IS PLAYING WITH AN INSECT
nPj6EcVGoUY,7,15,563213,unverified,53,English,FIGHT WITH A SMALL CREATURE BY DOG
nPj6EcVGoUY,7,15,965612,unverified,58,English,the dog is playing with housefly
nPj6EcVGoUY,7,15,347757,unverified,20,English,A dog playing with a fly
nPj6EcVGoUY,7,15,197912,unverified,44,Gujarati,કુતરો માખીથી રમે છે
nPj6EcVGoUY,7,15,818922,unverified,53,Hindi,एक कुता माखी के साथ खेल रहा है.
nPj6EcVGoUY,7,15,615202,unverified,45,Hindi,एक कुत्ता माखी से खील रहाहे
nPj6EcVGoUY,7,15,652099,unverified,54,Tagalog,Nilalaro ng aso ang isang langaw na dumapo sa sahig.
nPj6EcVGoUY,7,15,294030,unverified,47,Spanish,Un perro esta tratando de atrapar la mosca.
nPj6EcVGoUY,7,15,733696,unverified,24,Tamil,ஒரு நாய் ஈயுடன் விளையாடிக்கொண்டு இருக்கிறது.
nPj6EcVGoUY,7,15,254335,unverified,751,Tamil,அந்த நாய் ஈயுடன் விளையாடுகிறது.
nPj6EcVGoUY,7,15,181723,unverified,31,Tamil,நாய் ஒன்று ஈயை பிடிக்க முயற்சி செய்கிறது
Cxxx6wJ1jNo,0,10,588702,unverified,59,Slovene,"Ženska drži v roki mačjega mladiča, ki joka."
Cxxx6wJ1jNo,0,10,968828,unverified,38,German,Jemand hält ein Katzenbaby in der Hand.
Cxxx6wJ1jNo,0,10,914223,unverified,34,German,Ein kreischendes Katzenbaby.
Cxxx6wJ1jNo,0,10,984231,unverified,20,Romanian,O femeie tine un pui de pisica in mana.
Cxxx6wJ1jNo,0,10,116080,unverified,26,Romanian,O mana tine un pui de pisica infata camerei.
Cxxx6wJ1jNo,0,10,553067,unverified,31,Dutch,Iemand houdt klein piepend kitten vast.
Cxxx6wJ1jNo,0,10,180998,unverified,24,French,Un bebe chaton miaule.
Cxxx6wJ1jNo,0,10,362812,unverified,12,Macedonian,мало маче
Cxxx6wJ1jNo,0,10,209436,unverified,20,Macedonian,"malo, malo macence"
Cxxx6wJ1jNo,0,10,339861,unverified,54,Hindi,एक बिल्ली का बचा रो रहा है.
Cxxx6wJ1jNo,0,10,818922,unverified,68,Hindi,एक बिल्ली सो रहे है.
Cxxx6wJ1jNo,0,10,161492,unverified,41,Hindi,बिल्ली खील टी हे
Cxxx6wJ1jNo,0,10,797651,unverified,63,Hindi,छोटा बिल्ली का बचा हे
Cxxx6wJ1jNo,0,10,429648,unverified,33,Spanish,Una mano sostiene un gatito recién nacido
Cxxx6wJ1jNo,0,10,682611,clean,79,English,Someone is holding a newborn kitten.
Cxxx6wJ1jNo,0,10,760882,clean,27,English,A kitten is crying.
Cxxx6wJ1jNo,0,10,707318,clean,20,English,A person is holding a crying kitten.
Cxxx6wJ1jNo,0,10,280252,clean,49,English,A kitten is moving in a person's hand.
Cxxx6wJ1jNo,0,10,159786,clean,2336,English,A person holds up a baby cat.
Cxxx6wJ1jNo,0,10,922727,clean,28,English,Someone is holding a kitten.
Cxxx6wJ1jNo,0,10,275759,clean,32,English,A kitten is meowing.
Cxxx6wJ1jNo,0,10,374994,clean,16,English,A person is holding up a kitten.
Cxxx6wJ1jNo,0,10,297776,clean,48,English,A person holds a small animal in one hand.
Cxxx6wJ1jNo,0,10,373663,clean,56,English,A kitten is meowing.
Cxxx6wJ1jNo,0,10,155632,clean,28,English,Someone is holding a baby kitten.
Cxxx6wJ1jNo,0,10,214410,clean,45,English,A person is holding a newborn kitten.
Cxxx6wJ1jNo,0,10,169605,clean,17,English,A kitten is being held up.
Cxxx6wJ1jNo,0,10,617730,clean,64,English,A person is holding a baby kitten.
Cxxx6wJ1jNo,0,10,309959,clean,18,English,The person held the kitten in his hand.
Cxxx6wJ1jNo,0,10,762891,clean,28,English,The person is holding a newborn kitten.
Cxxx6wJ1jNo,0,10,675312,clean,79,English,A tiny kitten is crying.
Cxxx6wJ1jNo,0,10,807872,clean,24,English,A person holds a kitten.
Cxxx6wJ1jNo,0,10,553931,clean,20,English,Someone held a kitten in his hand.
Cxxx6wJ1jNo,0,10,637661,unverified,38,English,A man playing with a little kitten
Cxxx6wJ1jNo,0,10,219372,unverified,29,English,Someone holds a baby kitten as its meowing.
Cxxx6wJ1jNo,0,10,965612,unverified,45,English,the animal is not comfort
Cxxx6wJ1jNo,0,10,741264,unverified,26,English,A newborn kitten is being held in one hand.
Cxxx6wJ1jNo,0,10,741585,unverified,16,English,Someone is holding a kitten.
Cxxx6wJ1jNo,0,10,599728,unverified,38,English,a small cat crying
Cxxx6wJ1jNo,0,10,534192,unverified,45,English,A kitten is being held.
Cxxx6wJ1jNo,0,10,844963,unverified,52,English,A tiny kitten is crying.
Cxxx6wJ1jNo,0,10,919506,unverified,48,English,a kid cat crying.
Cxxx6wJ1jNo,0,10,147857,unverified,198,English,A kitty is crying.
Cxxx6wJ1jNo,0,10,950698,unverified,62,English,A baby cat is crying.
Cxxx6wJ1jNo,0,10,927299,unverified,52,English,A young kitten is wiggling in a person's hand and making sounds.
Cxxx6wJ1jNo,0,10,303815,unverified,43,English,a person is playing with cat
Cxxx6wJ1jNo,0,10,394339,unverified,143,English,A boy with a baby cat
Cxxx6wJ1jNo,0,10,309959,unverified,18,English,Someone held the kitten in her hand.
Cxxx6wJ1jNo,0,10,334439,unverified,62,English,A person shoe the small cat
Cxxx6wJ1jNo,0,10,762891,unverified,13,English,The person is holding a kitten.
Cxxx6wJ1jNo,0,10,221999,unverified,25,English,the kitten is calling or talking
Cxxx6wJ1jNo,0,10,525230,unverified,241,English,crying hapa video
Cxxx6wJ1jNo,0,10,638934,unverified,10,English,A man is holding up a baby kitten.
Cxxx6wJ1jNo,0,10,589431,unverified,31,Serbian,Žena drži malo mače.
Cxxx6wJ1jNo,0,10,100597,unverified,39,Serbian,Tek rođeno mladunče mačeta snimaju kamerom.
Cxxx6wJ1jNo,0,10,714589,unverified,43,Serbian,Kratak snimak malog simpatičnog mačeta.
Cxxx6wJ1jNo,0,10,301099,unverified,29,Serbian,tek rodjena mala maca koja mjauce
Cxxx6wJ1jNo,0,10,649244,unverified,27,Serbian,Mače koje plače
Cxxx6wJ1jNo,0,10,950427,unverified,57,Tamil,மனிதன் தன் கையில் ஒரு  விலங்கை வைத்து  இருக்கிறான்.
Cxxx6wJ1jNo,0,10,181723,unverified,25,Tamil,பூனை குட்டி ஒன்று கத்துகிறது
ItFqogTmAvQ,48,52,588702,unverified,44,Slovene,Moški skoči na betonsko ogrado.
ItFqogTmAvQ,48,52,588702,unverified,30,Slovene,Moški skoči na betonsko ograjo.
ItFqogTmAvQ,48,52,362812,unverified,22,Macedonian,човек се прекалува преку ограда
ItFqogTmAvQ,48,52,362812,unverified,13,Macedonian,дечко скока преку ограда
ItFqogTmAvQ,48,52,968828,unverified,28,German,Ein Mann klettert über eine Mauer.
